,article,label
45,"Rentner-Genozid durch Flüchtlinge – Gibt es einen Merkel-Befehl?Immer wieder werden Rentner durch Flüchtlinge angegriffen. Nicht selten einfach getötet, so dass die #Lügenpresse sich nicht mal mehr die Nennung der Opfer, Tatorte und Täterbeschreibungen traut. Der #Merkel-Leichenberg wächst und wächst in Deutschland. Mitschuldig sind immer auch die korrupten, Merkel unterstützenden Altparteien (CDU, SPD, Grüne, Linke, FDP). Es herrscht Krieg in Deutschland. Ein Millionenheer von Feinden, eingelassen von korrupten verbrecherischen Politikern in ihrem Vernichtungsfeldzug gegen die eigene Bevölkerung. Anders als dereinst in Troja können sich die Kollaborateure in unserer ReGIERung nicht auf List des Feindes und eigenen Irrtum herausreden sondern sie arbeiten dem Feind mit Vorsatz in die Hände. Das ist Hochverrat und auch später als solcher zu behandeln.  ",1
46,"Polizeihund beisst Vergewaltiger-Flüchtling in Eier – Linke erstatten Anzeige gegen PolizeiDie Flucht endete im Keuning-Park. Dort versteckten sich mehrere der Tatverdächtigen, woraufhin Ivo zum Einsatz kam. Der Polizeihund nahm die Fährte der Männer auf und konnte drei Personen in einem Gebüsch stellen. Dort verharrten die Männer, offensichtlich beeindruckt von dem bellenden Hund, bis weitere Einsatzkräfte sie festnehmen konnten. Die Verdächtigen, die sich im Park versteckten, waren zwischen 18 und 27 Jahre alt. Einen weiteren 24-jährigen Tatverdächtigen konnte ein Bundespolizist zusammen mit einem unbeteiligten Bürger am Eingang zum Keuning-Park festnehmen. ",1
47,"Chemnitz: Islamist will Deutsche mitten in der Innenstadt vergewaltigenDie schreckliche Tat passierte am Sonnabend gegen 19.20 Uhr. Die Frau lief durch die Mühlenstraße, als sich plötzlich ein Mann näherte und über sie herfiel. Das Opfer wehrte sich nach Leibeskräften, bis der Täter von ihr abließ und flüchtete. Eine sofortige Fahndung der Polizei blieb zunächst erfolglos. Die 19-Jährige sagte bei der Polizei aus, dass es sich beim Täter vermutlich um einen arabischen Mann handelte. ",1
48,"Wieder grausame Kinder-Vergewaltigung durch Flüchtlinge im Kalifat NRWUnd wieder ist ein Kind durch Merkels Gäste gerissen worden. Merkel vergewaltigt indirekt immer mit. Wie auch alle #refugeeswelcome-seiernden #Gutmenschen. Da ohne deren laute Einladung wären die Vergewaltiger-Horden nicht im Land und die Opfer könnten ohne Angst auf Straßen laufen, in Parks joggen oder Schwimmbädern baden… Die korrupten Politverbrecher der Altparteien (CDU, SPD, Grüne, Linke, FDP) müssen weg!  ",1
49,"Nach schon einem Jahr: Fotofahndung nach Muslim-SchlägernBisher leben die Gewalttäter unerkannt und unbehelligt weiterhin mitten unter uns. Nun greift die Polizei Berlin zum letzten Mittel, wenn nichts anderes mehr hilft, der Öffentlichkeitsfahndung. Mit den Bildern einer Überwachungskamera sucht die Polizei Berlin nach aggressiven Männern, die im Oktober des vergangenen Jahres Fahrgäste in der U8 verletzten. Am späten Sonntagabend des 29. Oktober 2016 sprühte einer der Männer gegen 22.25 Uhr, ohne ersichtlichen Grund, einem Fahrgast plötzlich Reizgas ins Gesicht. Die Attacke geschah in der Linie U8 in Höhe des Bahnhofs Hermannplatz. Anschließend soll der Täter dem bisher unbekannten Opfer noch gegen den Kopf getreten haben. ",1
50,"1 Jahr nach Zuzug von jugendlichen Flüchtlingen – Einbrüche in Nietleben vervierfachtGenau das, was die Anwohner befürchteten, traf ein. Die Stadt zwangseinquartierte sogenannte “unbegleitete minderjährige Flüchtlinge” in der beschaulichen Siedlung Nietleben in Halle. Und das trotz massiver Anwohnerproteste. Ein Jahr danach muss die Polizei konstatieren, dass sich die Zahl der Einbrüche in der bis dahin recht friedlichen Siedlung verVIERFACHT hat. So produziert man AfD-Wähler. Da muss sich auch das linksversiffte Rathaus unter dem Ex-SPD-OB Wiegand nicht mehr wundern 😀  ",1
51,"Massenmedien vertuschen muslimischen Terroranschlag auf KircheOffenbar keine überregionale Bedeutung hat eine Explosion im Turm der Sankt-Hildegard-Kirche im Mannheimer Stadtteil Käfertal-Süd. Neben der Polizei ermittelt auch der Staatsschutz. Mehrere Täter sollen am Dienstagabend mit einem Hammer Scheiben des Kirchturms durchschlagen und aus einer mitgebrachten Gasflasche Gas in den Turm geleitet haben, um eine Explosion herbeizuführen, berichten lokale Medien. Anwohner hätten einen ohrenbetäubenden Knall wahrgenommen. Gegen 20.45 Uhr sei der Polizei schließlich ein Brand im Kirchturm gemeldet worden. ",1
52,"Flüchtlinge vergewaltigen vertrauensseelige deutsche Mädels in Shisha-BarsDie viel gepriesene Freude zur Selbstständigkeit von sogenannten “Flüchtlingen” beschränkt sich meist auf Dönerbuden, Shisha-Bars und Internetcafes. Also Einrichtungen, welche per se schon für Steuerhinterziehungen geschaffen scheinen. Shisha-Bars werden regelmäßig auch genutzt, um BesucherInnen mit Drogen gefügig zu machen, um sie dann von ganzen Großgruppen vergewaltigen zu lassen.  ",1
53,"Merkels Leichenberg wieder höher – Flüchtling bringt Mann mit Messer um Die Polizei wurde gegen 22.45 Uhr von einem Anwohner in die Bundesallee gerufen. Rettungskräfte versuchten, den 21-Jährigen zu reanimieren. Er starb allerdings noch vor Ort. ",1
54,"Kriegswinter 2017: Flüchtlinge wollen Baby im Kinderwagen sprengenDas ist menschlicher Abschaum, welcher überhaupt auf solche Ideen kommt. Warum sind viele der angeblichen “Flüchtlinge” so geisteskrank. Wie heisst die Krankheit? Diese Täter sollte man sofort standrechtlich ihrem “Gott” näherbringen, da sie in Zukunft nur noch grausamere Taten begehen werden. Rechtliche Möglichkeiten dafür müssen geschaffen werden. Diesen importierten Bodensatz dürfen wir nicht mehr auf Steuerzahlerkosten durchfüttern müssen.  ",1
55,"Flüchtling zerstückelt 2 Frauen und spült sie das Klo runterIm April 2016 soll der Mann mongolischer Herkunft in seiner Leipziger Wohnung zunächst eine 43-jährige Portugiesin getötet haben – ihre sterblichen Überreste wurden kurz darauf im Elster-Flutbecken gefunden. Im November vorigen Jahres soll der Mann dann eine 40-jährige Deutsche getötet und auch ihre Leiche zerteilt haben. Die Leichenteile entsorgte er laut Anklage im Hausmüll, in der Toilette und in einem Abbruchhaus.  ",1
56,"Löblich in NRW – Knallerverbot, um Vergewaltigungsopfer besser zu lokalisierenWas in Schweden schon gang und gebe, die akkustische Überwachung von Migrantenvierteln, um die Schreie von vergewaltigten Schwedinnen besser zu hören und schneller eingreifen zu können, wird in diesem Jahr auch im Kalifat NRW geprobt. Da man aber die Großstädte noch nicht technisch verdrahtet hat, verringert man die Umgeräusche durch allgemeine Feuerwerksverbote, um die Schreie der vergewaltigten Kuffar-Weiber (migrantisch für “Deutsche Schlampen”) besser zu hören und die Opfer zu bergen. Die Täter lässt man nach wie vor laufen.  ",1
57,"Deutschland durch muslimische Scharia-Polizei viel sicherer gewordenErst heute wurden Waffen für ein geplantes Massaker durch Islamisten auf einem Weihnachtsmarkt gefunden. Trotzdem hält unser Innenminister an seiner geisteskranken Meinung fest, dass unser Land viel sicherer geworden sei. Merkel-Poller schützen aber nicht vor Massakern mit Schusswaffen durch Islamisten… Auch haben die meisten Bürger, zumindest jene, welche hier schon länger leben, durch Scharia-Polizei-Streifen, selbst in der Uniform der Berliner Polizei, nicht gerade ein gesteigertes Sicherheitsgefühl.  ",1
58,"Merkels afrikanische Vergewaltigungs-Söldner schlagen in Hamburg zuDie 25jährige entkommt der grausamen Vergewaltigung durch die schwarze Vergewaltiger-Flüchtlingsbestie nur knapp und das nur durch aufmerksame Passanten, welche ihre markerschütternden Schreie hörten, als der Afrikaner einem tollwütigen Tier gleich über sie herfiel. Es war kurz vor Mitternacht, als die 25-Jährige alleine vom Hamburger S-Bahnhof Wilhelmsburg nach Hause lief – Kopfhörer auf den Ohren. Plötzlich packte ein Mann sie von hinten und zerrte sie ins Gebüsch. Lauthals schrie die junge Frau um Hilfe, wehrte sich heftig. Doch bei dem heftigen Gerangel stürzte sie zu Boden. Der unbekannte Mann zog sie ins Gebüsch begrapschte sieund versuchte sie zu vergewaltigen. Glücklicherweise hatten Anwohner die Hilfeschreie gehört und sofort die Polizei alarmiert. Als sich der erste Streifenwagen dem Tatort mit Blaulicht näherte, ließ der Mann von der Frau ab und flüchtete. ",1
59,"1000 % Fallzunahme – Flüchtlinge vergrätzen ganze Landstriche – Medikamente alle2017 hat sich die Zahl der Krätze-Fälle in Bochum im Vergleich zu 2015 verzehnfacht. Wie die „WAZ“ berichtet, sollen Apotheken bereits Schwierigkeiten haben, genügend Medikamente zu liefern. 221 Fälle der Hauterkrankung wurden in der Stadt in diesem Jahr bereits gemeldet – wobei die Dunkelziffer deutlich höher vermutet wird, denn Hausärzte sind nicht verpflichtet, alle Krätze-Patienten beim Gesundheitsamt zu melden. Besonders Kinder und ältere Menschen leiden aufgrund ihres schwächeren Immunsystems besonders häufig unter der sogenannten Skabies. ",1
60,"Flüchtlingshelferin flüchtet vor Vergewaltigungen durch FlüchtlingeDieser Artikel wurde überarbeitet. Zuvor hat Sputnik berichtet, dass Frau Sommer aus Angst nach Polen fliehen wolle. Wie die Flüchtlingsbetreuerin im Nachhinein im Gespräch mit Sputnik erläuterte, habe sie das nicht gesagt. Wir entschuldigen uns für die falsche Interpretation. Für Deutschland sei es bereits zu spät, erläuterte sie im Interview mit der polnischen Online-Zeitung „Do Rzeczy“. Zuvor habe sie gedacht, dass die Migranten aus der Hölle geflohen seien und man sie in Deutschland aufnehmen müsse. Mit 300 weiteren Freiwilligen habe sie Deutschunterricht erteilt und den Neuankömmlingen geholfen, sich in die für sie neue Gesellschaft zu integrieren. Eigenen Aussagen zufolge hat Sommer gehofft, dass die „mittelalterlichen Ansichten der Araber sich mit der Zeit ändern müssen“, aber bald musste die Frau begreifen, dass „die muslimischen Flüchtlinge mit einem deutlich anderem Wertesystem aufgewachsen sind, von Kindheit an der religiösen Gehirnwäsche unterzogen wurden und überhaupt keinen Wunsch haben, sich an das westliche Leben zu adaptieren“. ",1
61,"Marokko-Flüchtlinge quälen und verbrennen Rentner in dessen HausDafür hat die Qualitätspresse kaum Platz, weil alle Titelseiten noch voll sind mit dem Bürgermeister aus Altona, der sich wahrscheinlich beim Rasieren schnitt und einen Überfall und Mordversuch daraus konstruiert, um über die Mitleidsmasche CDU-Stimmen zu generieren. Sechs Personen hatten den Mann und seine Lebensgefährtin den Angaben zufolge am Dienstagabend vor dem Haus überwältigt und Wertsachen und Bargeld gefordert. Das Feuer sei von den Tätern vor ihrer Flucht wahrscheinlich gelegt worden. Die 59-Jährige habe nur durch die Hilfe von Nachbarn aus dem Gebäude gerettet werden können. Anwohner hatten Knallgeräusche und Hilfeschreie gehört. Diese Schreie werde sie nie vergessen, sagte eine Nachbarin. Bei dem Toten handelt es sich laut Polizei vermutlich um den 57 Jahre alten Lebensgefährten der 59-Jährigen. Klarheit gebe es aber erst nach der Obduktion des Toten. Das Ergebnis werde am frühen Mittwochabend erwartet, sagte ein Sprecher der Staatsanwaltschaft in Gießen. Die Hintergründe des Überfalls waren zunächst unklar.  ",1
62,"Kriegswinter 2017 – Aus Angst vor Massenvergewaltigungen – Räumpanzer zu SilvesterKleinkalibrige Waffen mit Verwendungserlaubnis gegen Vergewaltiger-Flüchtlinge wären da um ein Vielfaches wirksamer. Stattet die, welche schon länger hier leben über Silvester mit scharfen Waffen aus (außer die #refugeeswelcome-Erkrankten) und Ihr werdet sehen, die Zahlen an Massenvergewaltigungen werden spürbar zurückgehen. Die vertierten Täter verstehen nur eine Sprache und die heisst nicht: #Armbändchen, #eineArmlänge oder #Blockflöte…  ",1
63,"Linksgrüner Terror-Mord an AfD-Stadtrat von Kahla soll vertuscht werdenDer Kahlaer AfD-Stadtrat Oliver Noack wurde gestern in seinem Wohnhaus tot aufgefunden. Nach Angaben mehrerer Quellen gibt es viele Ungereimtheiten zu den näheren Umständen. Ersten Erkenntnissen zufolge spricht einiges für eine Selbsttötung. Dagegen spricht, dass Noack an Händen und Füßen gefesselt aufgefunden worden sein soll.
Noack, der bis 2016 CDU-Stadtrat war, wurde in den vergangenen Monaten nach eigenen Angaben mehrfach bedroht. Oliver Noack wurde zu DDR-Zeiten inhaftiert, kam dann in den Westen frei und kehrte nach mehr als anderthalb Jahrzehnten in der Fremdenlegion vor einigen Jahren in seine Heimat zurück.  ",1
64,"Vergewaltiger-Bande im Ruhrpott sind KEINE DEUTSCHEN – ALLES SINTI!Das war von Anfang an klar. Schon als sich die #Lügenpresse durch Veröffentlichung des noch am menschlichsten aussehenden Täterbildes bemühte, eine Schuldzuweisung Richtung Tätergruppe “deutsch” zu konstruieren. Die Täterfotos der Anderen ließ man wohlweislich weg. Eine Hetzkampagne ohne Gleichen wurde orchestriert. “Dean Martin” (sicher erfundener Name) – angeblich Deutscher – wäre der Rädelsführer. Nun ist schwarz auf weiss zu lesen, auch “Dean Martin” ist ein Angehöriger des fahrenden Volkes der “SINTI”. Also alles wie gehabt.  ",1
65,"Rudel von “Flüchtlingen” prügelt Joggerin ins KrankenhausEine 21 Jahre alte Joggerin ist im Bottroper Stadtpark von einer Gruppe junger Männer schwer verletzt worden. Die Frau sei am späten Montagabend von sechs bis sieben Männern umzingelt, geschlagen und getreten worden.  ",1
66,"Dunkelhäutige Flüchtlinge überfallen Mutter mit Kinderwagen, um zu vergewaltigenEinfach nur schockierend: Eine 29-Jährige Mutter war am Mittwochmorgen mit ihrem eineinhalbjährigen Kind auf einem Feldweg in Höchst Richtung Hartz unterwegs, als sie von drei Männern angegriffen wurde. Nahe einer Autobahnunterführungen schlugen die Täter von hinten zu, begrapschten Beine und Brust der Mutter, während sie den Kinderwagen mit ihrem Sohn schob! ",1
67,"Konjunktur: Flüchtling prügelt dt. Oma (59) und Baby (2) ins KrankenhausAuf einem Spielplatz in Berlin sind am Sonntagmorgen eine Oma und ihre Enkelin (2) angegriffen worden. Die Großmutter wurde dabei so schwer verletzt, dass sie ins Krankenhaus musste.  Die 59-Jährige war gegen 8.40 Uhr mit ihren vier Enkelkindern auf einem Spielplatz im Ortsteil Oberschöneweide, wie die Polizei am Abend mitteilte. Dort soll sich ein unbekannter Mann der Frau von hinten genähert und ihr mit einem Gegenstand gegen den Kopf geschlagen haben. Um sich zu schützen, soll die Frau die Arme hochgerissen haben, weshalb sie auch dort getroffen wurde. ",1
68,"Islam ist Frieden – Frau wegen Kuss überfahren – 400 Meter mitgeschleiftWäre, gälte hier die Scharia, nicht passiert. Dann gebe es solche Exhibitionisten nicht auf der Straße, wenn sie nicht gesteinigt werden wollen. Weil er sich über ein Liebespaar auf der Straße ärgerte, gab ein 38-jähriger Autofahrer Gas und fuhr die beiden um. Wegen Totschlags muss er sich vor dem Frankfurter Gericht verantworten.  ",1
69,"Berlin: Islamisten treten Rentner (72) zusammen, mit Beinbruch ins Hospital#dankemerkel #dashatnichtsmitdemislamzutun. Sicher wieder geistig gestörte “Jugendliche”. Nur warum sagt kaum einer, wie diese Krankheit heisst? Es ist flächendeckender TERROR gegen alles, was die Sprenggläubigen als #haram – nicht gottgefällig, unislamisch, ungläubig empfinden. Darunter müssen Menschen, wie Tiere, welche schon länger hier leben, immer mehr leiden. Der Leichenberg, welchen #Merkel mit ihrer unsäglichen Einladung an Terroristen aus islamischen Ländern hier anhäuft, wird immer größer.  ",1
70,"Mainz: Kind in Lebensgefahr nach Gruppenvergewaltigung durch drei IslamistenWie die Kriminaldirektion Mainz in einer gemeinsamen Presseerklärung der Staatsanwaltschaft Mainz und des Polizeipräsidiums Mainz mitteilt, wurde am 15.02.2012 um 23:30 Uhr ein unvorstellbar grausames Verbrechen an einem wehrlosen Mädchen begangen. Es war ein bestialischer Akt der Barbarei: Ein 16-Jähriges Mädchen wurde in einem Parkhaus in Worms gequält, geschlagen und mehrfach vergewaltigt. Doch das reichte den Peinigern nicht. Sie haben das Mädchen mit einer Flasche vergewaltigt und anschließend den Flaschenkopf abgebrochen und ihn eingeführt, wodurch ihr Darm durchtrennt und ihre Gebärmutter aufgeschnitten wurde. Bewusstlos, schwer verletzt und unbekleidet wurde das Mädchen aufgefunden. Nur durch eine Notoperation konnte sie gerettet werden.  ",1
71,"Flüchtling durch Rottweiler-Biss an Vergewaltigung einer Oma (65) gehindertPlötzlich blieb der Rottweiler an einem Gebüsch stehen, knurrte und sträubte das Fell. Da sprang ein Mann aus dem Gebüsch, lief schreiend auf die Frau zu! Seine Arme waren ausgestreckt – „als ob er ihr an den Hals greifen wollte“, schreibt die Polizei. Und weiter: „In diesem Moment griff der 45 Kilo schwere Rottweiler den Unbekannten an.“ Der Angreifer fiel zu Boden, wurde möglicherweise auch gebissen. Die Frau nahm den Hund zurück, der Mann rannte weg. ",1
72,"Merkels Terror-Flüchtlinge: Busfahrer brutal zusammengeschlagen. Auf einem Auge nun blind, arbeitslosWie lange wollen wir dem flächendeckenden Terror durch Merkels Goldstücke noch ohne Gegenwehr zusehen? Bis wir alle zu Krüppeln oder totgeschlagen und unsere Kinder und Frauen bestialisch vergewaltigt wurden?… Wehrt Euch endlich mit!  ",1
73,"Putsch: Islamistische Polizisten-Darsteller wollen Berliner Polizei übernehmen – MassenschlägereiWas sich schon lange ankündigte, bricht nun offen aus. Die islamische Übernahme bei der Berliner Polizei ist in vollem Gange, so dass sich deutsche Polizisten nicht mehr trauen können, ihren islamischen Polizei-Darsteller-“Kollegen” den Rücken zuzukehren, ohne darauf gefasst zu sein, dass sie eine Kugel von hinten in den Kopf oder Rücken verpasst bekommen. Es wird bereits auf die ersten Toten in diesem Konflikt gewartet. Nun brechen bereits Massenschlägereien unter Islamisten an den Polizei-Schulen in der Hauptstadt aus. Es geht immer darum, welche islamische Auslegung den eigenen islamischen Staat in Berlin zuerst ausrufen darf. Tödlich sind sie alle.  ",1
74,"Rotrotgrünes Schmarotzer Berlin baut 24 neue Siedlungen für 50.000 Goldstücke!Gürtel enger schnallen. Das kostet. Nicht die Maden im Nehmerland Berlin, die auch nur auf unserer Tasche fettleben, sondern UNS, Arbeiter und Werktätige, aktive Steuerzahler. Niemand anderes wird für die rotrotgrünen Phantastereien im kaputten Berlin aufkommen. David Berger schreibt: “Unter anderem inden beliebtesten Berliner Stadtvierteln will der rotrotgrüne Senat 24 neue Flüchtlingssiedlungen mit je 450 Wohnungen für Immigranten bauen. Wenn diese dort wieder ausziehen, sollen die Wohnungen der indigenen Bevölkerung zur Verfügung stehen. Fast täglich bekomme ich von Bekannten, Facebookfreunden usw. Anfragen, ob ich nicht wüsste, wie sie irgendwie in Berlin an eine Wohnung kommen könnten, die noch bezahlbar ist.”  ",1
75,"Flüchtlingsbestie will 8-jährige auf Spielplatz in München vergewaltigenDer Horror für jedes klar denkendes Elternteil. Außer für die Verbrecher der Flüchtlingshilfsvereine und die uns mit Bestien flutenden Polit-Ganoven der korrupten Altparteien. Ein “Flüchtling” wurde beim Beobachten eines Spielplatzes in München geil und schnappte sich ein 8jähriges Kind, presste verängstigte Mädchen an sein erigiertes Glied und gab ihm Zungenküsse. Es war reines Glück, dass die sofort agierende Mutter die Bestie vertreiben konnte. Die alarmierte Polizei wurde nicht fündig. Dieser vertierte Merkel-Gast läuft immer noch in München auf der Suche nach weiteren Opfer-Kindern herum.  ",1
76,"Streichelzoo Neuköln: Trächtiges Schaf in Berlin gestohlen, geschändet, geschächtet und gefressenDie Polizei nennt es “professionell geschlachtet”. Was bei Schächtungen mit Tieren passiert, solltet Ihr Euch in einschlägigen Youtube-Videos mal anschauen. Berlin Neuköln ist ein multikulturelles Vorzeigeviertel. No-Go-Area für die Polizei. Erst vor nicht allzulanger Zeit wurde in Berlin ein Zwergpony im Streichelzoo durch Islamisten vergewaltigt. Nun der nächste Fall von Tierquälerei. Ein trächtiges Schaf wurde entwendet, vermutlich vergewaltigt, geschächtet und gefressen. Jetzt wurden die Reste des Kadavers gefunden. Die Einwohner des Stadtteiles Neuköln sind in der Mehrheit muslimisch.  ",1
77,"Wegen Dumm- und Faulheit – Flüchtlingsversagen auf ArbeitsmarktSpringers Welt umschreibt es mit “Passungsproblemen”, was mutige Handwerksbetriebe in Deutschland längst durch Schmerz kennenlernen mussten. Diese sogenannten “Flüchtlinge” taugen einfach nicht zu Arbeit. Deswegen sieht es auch in den Ländern, wo sie herkommen so aus, wie es dort aussieht. Selbst in reichen Öl-Ländern, deren Öl nur dafür dient, teuer ausländische Arbeitskräfte einzukaufen, welche helfen, die Scheinwelt einer angeblichen Zivilisation in arabischen Ländern zu errichten. Versiegt das Öl bzw. wird durch technische Entwicklung nicht mehr benötigt, sind diese Länder auch sichtbar sofort wieder in der Steinzeit.  ",1
78,"Araber reißt 18jährige in Hamburg – am Montag demonstriert die Antifa für mehr VergewaltigungenUnd am Montag geht die Antifa genau für solche Typen wieder auf die Straße in Hamburg. Bezahlt von unserem Steuergeld! Die Mopo schreibt: “Die 18-Jährige ging gegen 4.45 Uhr zu Fuß durch den Mimeweg, als sie plötzlich von hinten angegriffen wurde. Der Täter sprühte ihr  Pfefferspray ins Gesicht und zog sie in ein Gebüsch. Dort verging er sich an ihr…. Er soll kurze schwarze Haare und laut Polizei möglicherweise eine „südländische Erscheinung“ haben.”  ",1
79,"Pervers: Staatlich organisierte Verpaarung von “Flüchtlingen” und EinheimischenDas ist Hochgradperversion. Staatlich organisiert (steuerlich gefördert) werden hier oft Minderjährige – auch erst Kinder – den “Flüchtlingen” zum Fraß vorgeworfen. Wohin das führt, sieht man an #Kandel, wo im großen Stil kleine Mädchen mit alten Flüchtlingen zur Verpaarung verkuppelt worden sind. Sie kommen aus dem Iran, Afghanistan, Syrien, Eritrea oder Äthiopien und haben zwei Dinge gemeinsam: Sie sind alle aus ihren Ländern geflohen und – nehmen beim Speed-Dating für Flüchtlinge und Bürger teil. ",1
80,"Video: Kölner Linksmaden-Irrsinn – Armbänder sollen vor Vergewaltigungen schützenKinder, junge und ältere Frauen, welche in diesem Jahr nicht zum Jahreswechsel Opfer der bestialischen islamistischen Massenvergewaltigungen werden wollen, sollen in Köln zu Silvester steuerfinanzierte “Respect-Armbänder” tragen, um die Flüchtlinge abzuhalten, sie auch zu vergewaltigen. Ein Irrsinn in konsequenter Folge von #einearmlänge-Vorschlägen von Reker oder Merkels Blockflöten-Idee. Die einzigen Armbänder, welche wirkungsvoll vor Vergewaltigungen schützen würden, wären welche aus Stahl oder Gusseisen, eng um die Handgelenke der potentiellen Vergewaltiger an die Wände in den Abschiebelagern geschweißt.  ",1
81,"11jährige – gerade so einer Vergewaltigung durch 5 Flüchtlinge entkommenEin Vater aus der VG Altenkirchen erscheint am Freitag, 20.10.2017, 17:40 Uhr, mit seiner 11-jährigen Tochter auf der Polizei Altenkirchen. Er gibt an, dass seine Tochter auf dem Weg von der Karlstraße in Richtung Wiedstraße war, als sie an der Ausfahrt des REWE Marktes von 5 dunkelhäutigen, jungen Männern im Alter von ca. 20 Jahren angesprochen wurde. Im weiteren Verlauf habe man angefangen, die Tochter herumzuschubsen und an den Oberarmen festzuhalten. Die Tochter habe versucht, sich loszureißen um wegzulaufen. Dabei habe sie geschrien und um Hilfe gerufen.  ",1
82,Messer-Jihad in Köln: Moslem sticht Behinderten mit Taschenmesser niederWegen des christlichen Feiertages? Der Unbekannte hatte den 53-Jährigen am Abend des 1. November (Allerheiligen) unvermittelt von hinten attackiert und niedergestochen. Das Opfer erlitt schwere Verletzungen und schwebte zwischenzeitlich in Lebensgefahr. Das zuständige Kriminalkommissariat bittet dringend um Zeugenhinweise.  ,1
83,"Erzieherin will von Uma nicht geschächtet werden – nimmt Freitod in KaufWeil ein islamistischer “jugendlicher” Flüchtling (15 Jahre) eine Erzieherin mit einem Messer rituell schächten wollte, sprang diese lieber aus dem Fenster und wählte damit den möglichen Freitod. Nur durch Glück überlebte die fast gemeuchelte Frau. Der Killer-Flüchtling befand sich natürlich wieder einmal in einer “psychischen Ausnahmesituation”. Wie heisst nochmal die Krankheit, unter welcher die Islamisten fast alle leiden?  ",1
84,"Deutschlands Wähler haben die letzte Chance verpasst, ihr Land und Europa vor dem Untergang zu bewahren. Deutschlands mehrheitlich braune Wählerschaft unterstützt auch weiterhin die rechten Parteien und hat sich entschlossen mit ihnen zusammen das Land und Europa in die Katastophe zu führen. Bis auf die AfD werden im kommenden Bundestag insgesamt 5 Parteien vertreten sein, die sich weitestgehend der Europa-Ideologie der Nazis unter Adolf Hitler verschrieben haben. Ihre Wählerschaft konnte sich 72 Jahre nach dem Ende der NS-Dikatur vom Nazi- Gedankengut auch diesmal nicht lossagen. Die deutsche Führerin Angela Merkel kam mit dem rechten Neonazi-Parteienbündnis aus CDU/CSU auf 32,9 Prozent und die rechte SPD auf 20, 6 Prozent. Die Rechten von der FDP und den Grünen kommen auf 10,6 und 8, 9 Prozent. Die Partei „Die Linke“ kommt auf 9,1 Prozent. Die einzige nicht rechte deutsche Partei, die AfD, kommt auf 13 Prozent. Nach 1914 und 1933 hat die Mehrheit der Deutschen es erneut verpasst, sich von denen loszusagen, die ihr Land und Europa ins Verderben führen werden, mit dem Unterschied, dass niemand sich mehr herausreden kann, er hätte von alledem vorher nichts gewusst.",1
85,"Der Rassismus im Brüssel nimmt immer mehr schockierende Ausmasse an. Jetzt gab es einen weiteren rassistischen und europafeindlichen Eklat. Laut der EU kann eine ungarische Stadt keine Kulturhauptstadt Europas werden, weil es dort „zu viele glückliche weisse Menschen“ gibt.Die EU-Jury des Wettbewerbs Kulturhauptstadt Europas (EKF 2023) sagte, eine der teilnehmenden Städte sei „zu weiss und es würde nicht genug Migranten geben“, berichtet die ungarische Nachrichten-Webseite „888.hu“.Mit nur noch sieben Halbfinalisten machte die ungarische Stadt Székesfehérvár einen Werbefilm für die Jury. Der Film zeigt die schönsten Orte der Stadt, ein glückliches Paar und einige spielende Kinder. Aber die Jury der EU lehnte die Einreichung von Székesfehérvárs Debütfilm ab: „Es gibt zu viele fröhliche weisse Leute und Kreuze und nicht genug Migranten“, erklärte die Jury. Der Film der Stadt wurde auch auf YouTube gezeigt und zog über 3.000 Aufrufe an. Einer der Experten der Europäischen Union antwortete: „Dies ist der Propagandafilm für das weiss-christliche Europa; Alle sind weiss, glücklich und tanzen auf den Straßen. “ Der Bürgermeister der ungarischen Stadt, Dr. András Cser-Palkovics, gab am Mittwoch eine Pressekonferenz über die Entscheidung der Jury. Er sagte, dass in Wirklichkeit keine Expertenanhörung durchgeführt worden sei, sondern die Entscheidung ausschliesslich auf täglichen politischen Fragen beruhte und die Anklagen gegen Székesfehérvár und die Delegation gerichtet seien. Eine Jury der rassistischen Neonazis in Brüssel entschied schliesslich, die Beiträge von Győr, Debrecen und Veszprém als Finalisten für die Kulturhauptstadt Europas zu empfehlen.",1
